Name,Twitter Handle,Total Tweets,Favourites_Count,Followers,User_Id,User_Verified,User Location,Date of Tweet,Tweet Id,Tweet Text,Language,Tweet Source,Tweet Retweet,Tweet Reply To Id,Reply To Name
Mike Brown,MikeBrown27362,2,0,0,8.00098E+17,FALSE,"Nampa, ID",11/19/2016 22:05,8.01864E+17,@realDonaldTrump Tomorrow consider import tax on American businesses sending jobs overseas. Take profitability. America prospers all around.,en,Twitter for Android,0,25073877,realDonaldTrump
Ben Matthews,realBMATTHEWS,2,25,5,8.01312E+17,FALSE,,11/23/2016 6:30,8.01864E+17,"@Justin12393Lee @realDonaldTrump on day you will grow up and become a man. Until then, keep your comments to yourself",en,Twitter for Android,0,1916752028,Justin12393Lee
Robert J. Montgomery,robertjmont,311,152,292,7.99201E+17,FALSE,"Ashland, OR",11/17/2016 10:42,8.01864E+17,.@horrowfide @WellProbably @realDonaldTrump no he'll probably just appoint a secretary of Twitter wars,en,Twitter for iPhone,0,3865649417,horrowfide
"Wolves,Dobe,DanesMom",Servicedoberman,2100,952,77,7.84101E+17,FALSE,USA,10/6/2016 18:41,8.01864E+17,RT @idawhannadoyou: @Servicedoberman @VivaLaAmes @deewoodruff1 @TruthFeedNews @realDonaldTrump he's tied up in drug running/espionage too.@…,en,Twitter for Android,1,None,None
M MYSELF GREAT AGAIN,RebeccaFaussett,110374,7113,4251,7.05815E+17,FALSE,"BUILD THAT WALL, GOD BLESS YOU",3/4/2016 17:58,8.01864E+17,"RT @tamaraleighllc: Thankful 4 my @Apple products @tim_cook 🍎
Let's put more American ingenuity 2work &amp; #MAGA @realDonaldTrump 
@transition…",en,Twitter for Android,40,None,None
Kathryn Cohen,katecohenart,267,194,16,7.80447E+17,FALSE,"Aliso Viejo, CA",9/26/2016 16:41,8.01864E+17,@realDonaldTrump if you want inner cities to succeed don't privatize education by appointing biggest donor to dept of Ed.,en,Twitter for iPhone,0,25073877,realDonaldTrump
AMANDA PETITO,BOOTSTRIX,254,14,3,4828103783,FALSE,,1/20/2016 0:27,8.01864E+17,@realDonaldTrump  @mike_pence   :   I love you both! &amp; prayed hard that God lets you be the USA President &amp; VP :  but why ignore RGiuliani ?,en,Twitter for iPhone,0,25073877,realDonaldTrump
Den Lewis 🐸,Denlewis01,15444,13384,3471,7.40752E+17,FALSE,"Youngstown, OH",6/9/2016 3:45,8.01864E+17,"RT @realDonaldTrump: I am working hard, even on Thanksgiving, trying to get Carrier A.C. Company to stay in the U.S. (Indiana). MAKING PROG…",en,Twitter for Android,14621,None,None
DEPLORABLE Melanie,CodeBlueNTexas,22784,7196,1371,7.07311E+17,FALSE,"Austin, TX",3/8/2016 21:03,8.01864E+17,RT @Don_Vito_08: @realDonaldTrump is my President #Jobs #MakeAmericaGreatAgain https://t.co/F1oVHL0rPa,en,Twitter for Android,11,None,None
RAYMOND ALEXANDER,TEJANOS4TRUMP,2785,5521,3199,7.26803E+17,FALSE,"ROGERS,TEXAS",5/1/2016 16:00,8.01864E+17,"happy to be thankful that @realDonaldTrump is our next president,thankful for my wife,sons,family, Dallas Cowboys f… https://t.co/9Dgri4ySWM",en,Twitter Web Client,0,None,None
GOLDHOV$E,GoldHovse,8,1,8,7.94757E+17,FALSE,"Edinburg, TX",11/5/2016 4:22,8.01864E+17,"RT @realDonaldTrump: Happy Thanksgiving to everyone. We will, together, MAKE AMERICA GREAT AGAIN!",en,Twitter for iPhone,37522,None,None
Deplorable Normie,TrumpsArmy,15358,3411,857,7.03816E+17,FALSE,"Atlanta, GA",2/28/2016 5:35,8.01864E+17,@EcoSexuality @RealAlanJTran @quyyum10 @realDonaldTrump https://t.co/Kmp0wULNZK,und,Twitter Web Client,0,64033924,EcoSexuality
Brent Cottons,brent_cottons,1033,530,20,4799952974,FALSE,,1/22/2016 21:50,8.01864E+17,"@NeilTurner_ @realDonaldTrump whote trash scum , HE CONNED YOUR PEA BRAIN , like he conned the trump U students , sad",en,Mobile Web (M5),0,3600539122,NeilTurner_
Nancy Fraize,Trumpwinner,46697,1927,1927,7.05594E+17,FALSE,,3/4/2016 3:22,8.01864E+17,"@DonnaLedford8 @DougDoodles @ffweekend @realDonaldTrump same paid off and even emails gave names of CNN,ppl who Hilsry promised something to",en,Twitter for Android,0,4890383820,DonnaLedford8
Deplorable Paul G,PaulGregory2173,33004,27683,3964,7.0629E+17,FALSE,"Arizona, USA",3/6/2016 1:27,8.01864E+17,"@seanhannity I have 100% faith in @realDonaldTrump to do whatever it takes to #MAGA Fast!! strange picks, IDK Let's Roll to #MAGA I'm in DT!",en,Twitter Web Client,0,41634520,seanhannity
Rachel Bair,rmbair,16,17,6,7.97688E+17,FALSE,"PA, surrounded by cornfields",11/13/2016 6:31,8.01864E+17,"RT @realDonaldTrump: Let us give thanks for all that we have, and let us boldly face the exciting new frontiers that lie ahead. Happy Thank…",en,Twitter for iPhone,36742,None,None
szhecht,Parsifalssister,19389,10920,407,7.13567E+17,FALSE,"Pittsburgh, PA",3/26/2016 3:21,8.01864E+17,@realDonaldTrump and his cabal emulating Putin.  The signs are clear.  Will we act? 5/,en,Twitter Web Client,0,25073877,realDonaldTrump
Daniels Republic,DanielsRepublic,361,23,1051,7.45128E+17,FALSE,,6/21/2016 5:35,8.01864E+17,President Elect @realDonaldTrump will carry the state of #Michigan and it's 16 electoral votes #ElectionResults https://t.co/vBC9jAmAP1,en,Twitter for iPhone,1,None,None
timmy turner 🍁,mohammedaeh1,3624,104,128,7.20767E+17,FALSE,,4/15/2016 0:15,8.01864E+17,RT @realDonaldTrump: Happy Thanksgiving to all--even the haters and losers!,en,Twitter for iPhone,42329,None,None
SANDU VIRGIL DUCU,du_virgil,1908,342,621,7.03473E+17,FALSE,"Craiova, România",2/27/2016 6:52,8.01864E+17,"RT @realDonaldTrump: Let us give thanks for all that we have, and let us boldly face the exciting new frontiers that lie ahead. Happy Thank…",en,Twitter Web Client,36742,None,None
KGB_Brain_Hacker_736,RealAdamBomb78,18244,15278,948,7.75374E+17,FALSE,"Macomb, MI",9/12/2016 16:43,8.01864E+17,"RT @QuinnBx: Happy Thanksgiving to All in the Twitter sphere! May God Bless you, yours and the President Elect @realDonaldTrump in his purs…",en,Mobile Web (M5),3,None,None
PSX Slammer,PSX_Slammer,54,44,6,7.95613E+17,FALSE,,11/7/2016 13:06,8.01864E+17,"RT @realDonaldTrump: I am working hard, even on Thanksgiving, trying to get Carrier A.C. Company to stay in the U.S. (Indiana). MAKING PROG…",en,Twitter Web Client,14623,None,None
John Bastille,Omar1092Tom,282,918,32,7.14946E+17,FALSE,Belmont,3/29/2016 22:41,8.01864E+17,"@SheriffClarke @washingtonpost @realDonaldTrump I'm further learning, ya can't fix crazy or stupid.",en,Twitter for Android,0,118845216,SheriffClarke
Jamie Deplorable,Jamie4Trump960,22248,18147,952,7.58076E+17,FALSE,"Texas, USA",7/26/2016 23:07,8.01864E+17,"RT @leatherneck111: Proposed Texas law would make targeting police officers a hate crime

 https://t.co/8hWdbl95dU 

@realDonaldTrump",en,Twitter for iPhone,7,None,None
Trumps Elect Cowgirl,Trumps_Cowgirls,8520,977,2165,7.21421E+17,FALSE,Texas,4/16/2016 19:33,8.01864E+17,RT @Kevin_Mackie: @KellyannePolls @politico advise .@realDonaldTrump to stay away from Romney.,en,Twitter for Android Tablets,37,None,None
Jenna McConnell,DensePence,75,901,29,8.00165E+17,FALSE,,11/20/2016 2:34,8.01864E+17,@realDonaldTrump You don't know the first thing about hard work or what's it's like to struggle. You are going to destroy America!,en,Mobile Web (M5),0,25073877,realDonaldTrump
Truth USA 2020,truthUSA2020,1105,206,307,7.87151E+17,FALSE,Minnesota ,10/15/2016 4:40,8.01864E+17,"RT @realDonaldTrump: I am working hard, even on Thanksgiving, trying to get Carrier A.C. Company to stay in the U.S. (Indiana). MAKING PROG…",en,Twitter for iPhone,14623,None,None
Shana Houlihan,ShanaHoulihan1,1437,2326,52,7.23547E+17,FALSE,,4/22/2016 16:20,8.01864E+17,"@realDonaldTrump Sweetheart, your JOB now is 24/7. Buckle up!!",en,Twitter for Android,0,25073877,realDonaldTrump
Asher Warriach,Deplorable_Ash,5530,9663,481,7.78446E+17,FALSE,"Houston, TX",9/21/2016 4:08,8.01864E+17,She's so damn clueless. @realDonaldTrump has more respect for women than Crooked hillary ever had. These people are… https://t.co/AgeufJR0cJ,en,Twitter for Android,1,None,None
Jim Walker,PapaJimAZ,24,0,2,8.0001E+17,FALSE,,11/19/2016 16:15,8.01864E+17,@realDonaldTrump threaten to kill their management team and BoD. heil trump. the 4th reich is rising I thought the rapture would occur first,en,Twitter Web Client,0,25073877,realDonaldTrump
Tanner Shurtz,Tanner_Shurtz,265,344,22,7.52E+17,FALSE,,7/10/2016 4:41,8.01864E+17,RT @realDonaldTrump: Are you allowed to impeach a president for gross incompetence?,en,Twitter for iPhone,13372,None,None
Shannon Jackson,sjacksonrn9,8,77,4,7.97278E+17,FALSE,,11/12/2016 3:19,8.01864E+17,"RT @realDonaldTrump: Let us give thanks for all that we have, and let us boldly face the exciting new frontiers that lie ahead. Happy Thank…",en,Twitter for Android,36744,None,None
Jane Doe,DoeSmeeter4321,6126,5299,198,7.95957E+17,FALSE,,11/8/2016 11:50,8.01864E+17,RT @charlespm777: RT🚨Media🚨Won't Show Black Trump Supp.@Rally! Never Aired Him! #BlackOut #KellyFile @JaredWyand @realDonaldTrump @ChatRevo…,en,Twitter for iPhone,4595,None,None
Rick Hollingsworth,jeepman1957,133,220,65,7.75012E+17,FALSE,United States,9/11/2016 16:45,8.01864E+17,@realDonaldTrump Roise needs to leave the US as she said she would,en,Twitter for Android,0,25073877,realDonaldTrump
FloridaGal,FloridaGal0814,2454,3523,255,7.8403E+17,FALSE,"Florida, USA",10/6/2016 13:58,8.01864E+17,@realDonaldTrump Sure you are. Just like you kept Ford from moving to Mexico. You're 3 chinned pathological liar. F… https://t.co/BRaTQvs0T6,en,Twitter for iPad,1,25073877,realDonaldTrump
Sons of Liberty,solnet1776,500,40,14,7.53449E+17,FALSE,,7/14/2016 4:38,8.01864E+17,"@murphnduff @realDonaldTrump Hes not even ""on the clock"" till 01/20/17 still doing more than Obama did.",en,Twitter Web Client,0,22299816,murphnduff
rks3286,rks32861,73,120,13,7.11225E+17,FALSE,,3/19/2016 16:17,8.01864E+17,@realDonaldTrump meanwhile back at the white house O bammy shrugs his shoulders. DJT already trying to keep American jobs here. POTUS MIA.,en,Twitter for Android,0,25073877,realDonaldTrump
Katie Grant,kt76grant,4,17,5,7.98678E+17,FALSE,,11/16/2016 0:02,8.01864E+17,"RT @realDonaldTrump: Let us give thanks for all that we have, and let us boldly face the exciting new frontiers that lie ahead. Happy Thank…",en,Twitter for Android,36744,None,None
David Ochoa,DavidOc44615015,26,40,0,7.98008E+17,FALSE,,11/14/2016 3:40,8.01864E+17,RT @SugarmanSpeaks: @realDonaldTrump ummmmm that's the job your were elected to do pal.  Are we to thank you for working. Come on Donald.,en,Twitter for Android,18,None,None
JOHN ALOZIE,JOHNALOZIE6,78,1,37,7.81512E+17,FALSE,,9/29/2016 15:11,8.01864E+17,@ipobworldnews @omanorji @amnesty @realDonaldTrump @UN @USSenateUpdate @_AfricanUnion # d killer 200 of Biafrans https://t.co/0SxBvBdhm3,fr,Twitter for BlackBerry®,0,3801443849,ipobworldnews
"JLG  I Love You,",jgarrett441,408,168,105,7.05784E+17,FALSE,"Port Orange, FL",3/4/2016 15:57,8.01864E+17,"RT @adjunctprofessr: Remember Romney's words?
We won't forget
Loyalty matters!
#NeverRomney
@realDonaldTrump
@transition2017
@newtgingrich…",en,Twitter Web Client,342,None,None
Esthète,malcomozor,1905,380,20,7.37969E+17,FALSE,Cercle des vindicatifs,6/1/2016 11:29,8.01864E+17,RT @realDonaldTrump: Happy Thanksgiving to all--even the haters and losers!,en,Twitter for Android,42332,None,None
D. Trump / D. Brent,trumpbrent,12,0,0,8.01834E+17,FALSE,"London, England",11/24/2016 17:04,8.01864E+17,@rickygervais @realDonaldTrump #davidbrent #theoffice #angel #ifyoudontknowmebynow https://t.co/VbOXSWWiA1,und,Twitter Web Client,0,20015311,rickygervais
Boomer,BoomerBasket,3129,1591,69,7.77214E+17,FALSE,,9/17/2016 18:33,8.01864E+17,RT @Nigel_Farage: '@realDonaldTrump pledged to deliver strong border controls and to help ordinary Americans. I've got every confidence tha…,en,Twitter for iPad,556,None,None
Ron J,j_ronniej3333,20137,287,797,7.05041E+17,FALSE,United States,3/2/2016 14:43,8.01864E+17,RT @TrumpNewMedia: Please @realDonaldTrump make a Patriot like @RudolphGiuliani as 'SOS' @IvankaTrump @EricTrump @DonaldJTrumpJr #Trump #MA…,en,Twitter for iPhone,6,None,None
